tweet_id,label
16308,anger
22119,anger
26146,anger
7126,joy
3695,joy
20514,anger
27252,anger
15726,anger
14286,anger
4187,anger
38046,joy
8599,anger
38186,joy
16734,joy
13193,joy
33875,anger
39493,joy
35605,anger
16462,anger
35716,anger
31989,anger
31822,anger
35375,anger
1234,sadness
3028,sadness
15506,anger
11346,joy
41116,anger
26131,joy
15025,anger
33859,joy
28844,trust
17371,anger
16974,anger
14065,anger
34529,anger
34359,anger
13221,anger
19606,joy
20324,anger
32752,joy
21305,anger
43004,joy
17495,anger
7338,joy
28509,joy
19028,joy
37593,trust
6981,anger
4439,joy
28596,anger
11754,sadness
20846,anger
14087,joy
21985,anger
13170,joy
20458,trust
5537,anger
20832,anger
22940,joy
16676,anger
30979,surprise
36343,anger
37077,anger
26302,anger
15223,sadness
22380,joy
30494,sadness
16314,joy
1656,sadness
30272,anger
24106,sadness
27065,sadness
11013,anger
29485,anger
25437,anger
40171,trust
42797,anger
44536,sadness
19525,anger
2557,anger
17185,anger
2404,trust
29640,anger
24306,joy
44207,anger
26786,joy
27508,joy
40758,anger
26581,anger
19827,anger
17550,joy
4414,joy
25486,joy
10818,anger
41489,anger
29611,anger
27127,joy
18667,anger
33279,joy
19218,joy
24189,surprise
35058,sadness
30666,anger
15409,anger
32345,anger
43073,anger
4135,surprise
24111,trust
8118,joy
37754,anger
18203,joy
5931,anger
26765,joy
26366,trust
30213,anger
13144,joy
45022,anger
18338,anger
43997,anger
28137,anger
6122,joy
1550,joy
44327,trust
20027,anger
36095,anger
10669,anger
28044,trust
40086,trust
26937,anger
19391,joy
14631,joy
25776,trust
18166,joy
22373,joy
21904,joy
28759,joy
19065,joy
780,anger
36789,joy
25327,anger
150,joy
42940,anger
3200,joy
11528,anger
6687,joy
38414,joy
12115,anger
13049,joy
26700,anger
22401,anger
44449,surprise
8301,joy
37899,anger
40634,joy
41260,anger
17415,joy
27356,anger
33237,sadness
7901,anger
15471,sadness
33317,joy
14001,sadness
28290,joy
35558,joy
19450,anger
29624,joy
12946,anger
4651,sadness
15683,sadness
10990,anger
5192,joy
12730,joy
7293,trust
13720,anger
39933,anger
28669,anger
8002,joy
22524,joy
27534,sadness
15998,joy
26268,trust
2127,anger
441,joy
19555,joy
16553,joy
17329,anger
16162,anger
9384,anger
13627,joy
35047,joy
21858,anger
44142,anger
28424,anger
37422,anger
11016,joy
44627,joy
9187,anger
29451,anger
23434,anger
6185,anger
30353,anger
6946,anger
26148,anger
33426,joy
16764,anger
12747,anger
17762,joy
19884,joy
8936,anger
3240,sadness
31228,anger
2657,anger
21766,anger
5327,anger
29731,joy
14110,joy
20007,joy
35175,joy
24553,anger
29745,sadness
27281,surprise
14079,joy
6111,sadness
37752,anger
34015,joy
31414,sadness
22102,anger
14113,joy
21289,anger
31490,joy
12690,joy
17330,anger
16463,anger
27326,joy
37438,sadness
22165,anger
27847,anger
9995,joy
11730,anger
15606,anger
38175,anger
11709,joy
18566,anger
18748,joy
2840,trust
6150,anger
28068,joy
45050,anger
34562,anger
44882,anger
35969,joy
9663,anger
37917,joy
35500,anger
15126,surprise
5889,joy
8795,sadness
23398,anger
4405,joy
10353,surprise
18871,joy
24616,joy
12540,anger
14610,sadness
33962,anger
9479,joy
29854,anger
21538,anger
17594,joy
28371,anger
37125,anger
23068,anger
16030,joy
36417,anger
9039,anger
13075,anger
39785,anger
17591,joy
36498,joy
10732,anger
35954,joy
39910,joy
1003,joy
19054,joy
34455,joy
8227,joy
26473,anger
24678,trust
1854,joy
38503,joy
24676,anger
2828,anger
39782,trust
9619,anger
30329,joy
4722,joy
21764,joy
16849,joy
28747,anger
5232,joy
27714,anger
29965,anger
30062,anger
19436,anger
9000,anger
19369,anger
44806,joy
30001,joy
35483,joy
22778,anger
9357,joy
2989,joy
18693,joy
14864,joy
31561,anger
30264,joy
17593,anger
27552,joy
8190,anger
21182,joy
43438,joy
23841,joy
38602,anger
17679,anger
27929,anger
27743,anger
12858,anger
15867,joy
15678,joy
11990,anger
17263,sadness
20370,anger
27273,anger
40217,anger
21041,joy
42217,anger
16705,surprise
22904,anger
10116,anger
20314,anger
24508,anger
13728,joy
9556,anger
17823,joy
24411,anger
42932,anger
34884,joy
22064,anger
22287,anger
23891,fear
13648,anger
16792,anger
29626,anger
10160,anger
28677,sadness
9531,trust
43973,anger
29570,joy
4935,joy
24943,trust
3954,anger
42567,joy
33550,joy
37654,joy
37146,anger
25765,anger
24458,anger
23668,joy
28027,anger
13082,anger
29827,anger
27469,trust
24702,joy
38337,anger
36706,anger
5430,sadness
8857,anger
18727,joy
26520,anger
34451,trust
13512,anger
4873,sadness
22796,joy
2193,anger
19043,surprise
23967,joy
42117,joy
626,anger
7996,joy
955,joy
12833,joy
2116,anger
37106,joy
21953,trust
16260,anger
10292,joy
24594,anger
34795,joy
27250,anger
23828,joy
38350,joy
8257,joy
15270,anger
24583,joy
12550,joy
20790,joy
28629,anger
41018,anger
5523,anger
14680,anger
28445,joy
11977,joy
9715,trust
20119,joy
12943,joy
15967,anger
3659,anger
44712,anger
11126,anger
7226,anger
26750,sadness
11919,anger
14934,anger
19286,anger
15057,anger
8254,surprise
34000,anger
28351,anger
9555,anger
9441,sadness
10681,joy
45060,joy
44279,anger
6182,joy
11052,anger
30952,anger
37180,anger
9984,anger
28695,joy
18381,joy
42927,joy
34906,anger
9342,anger
28981,joy
35680,anger
19308,anger
24295,joy
6633,anger
14343,joy
26080,joy
619,surprise
18778,joy
31067,anger
2109,joy
17307,anger
29209,sadness
22440,anger
29231,anger
43062,joy
37147,joy
33987,trust
4417,sadness
21018,joy
8329,anger
19533,anger
41791,anger
1028,joy
22043,joy
331,joy
19031,anger
23969,anger
14002,trust
10276,anger
23940,joy
33882,anger
25834,joy
42776,surprise
4626,anger
19081,anger
16862,anger
13692,anger
27402,joy
16105,joy
20086,anger
1005,joy
44691,sadness
34135,joy
12707,joy
35426,joy
34350,sadness
23382,anger
36018,anger
12068,joy
6903,joy
18985,joy
26251,joy
45106,anger
31417,joy
37941,sadness
20181,sadness
11939,joy
38764,anger
1652,joy
5291,anger
27294,anger
23120,anger
37456,trust
13156,anger
17327,anger
11045,anger
462,anger
40697,sadness
15851,joy
43705,joy
34273,anger
25313,joy
3553,joy
2019,anger
22868,joy
34218,anger
8272,anger
35948,joy
21646,joy
19244,sadness
31204,anger
45012,surprise
17582,joy
44372,sadness
16758,anger
14516,trust
34732,joy
12379,anger
29297,anger
14266,joy
17279,joy
18744,sadness
19036,anger
24077,joy
22395,joy
26843,joy
2024,anger
15096,anger
7791,joy
18103,joy
43313,anger
6824,anger
19004,joy
29751,anger
24482,joy
19897,surprise
10832,joy
23926,joy
22739,joy
8814,anger
20600,sadness
30462,joy
22721,joy
13954,anger
6910,joy
5150,anger
1150,anger
37770,anger
14308,joy
14387,trust
35432,anger
36719,anger
15328,anger
303,anger
32209,anger
4171,joy
30253,anger
4208,anger
19338,anger
42766,joy
20594,joy
11122,joy
4020,joy
6068,joy
20593,anger
38348,anger
10614,joy
14368,joy
2667,sadness
12813,anger
37159,joy
27049,trust
8165,anger
16586,joy
5677,anger
15498,anger
8641,anger
26561,anger
20368,joy
17349,sadness
15785,anger
33895,joy
37213,joy
28989,anger
41943,anger
3315,sadness
5988,trust
28457,anger
5859,trust
39258,anger
14933,anger
12080,joy
2030,joy
18804,joy
37013,anger
39409,trust
28675,joy
28773,surprise
13281,anger
38371,sadness
26917,joy
13347,anger
9195,joy
17240,joy
14726,trust
13803,joy
28807,anger
41449,sadness
33970,trust
26998,anger
39745,anger
14853,joy
5337,anger
39468,anger
24,anger
3840,trust
35232,anger
17576,trust
19560,joy
25030,anger
12792,sadness
8307,anger
30219,joy
16716,joy
6224,anger
13618,joy
29099,joy
8159,anger
28198,anger
20253,joy
41639,joy
15945,joy
20190,anger
19886,joy
23486,anger
5600,trust
41895,joy
13430,joy
44402,joy
34162,joy
20321,joy
13441,joy
2033,sadness
3441,sadness
14322,anger
12395,joy
26301,sadness
9234,sadness
26642,anger
4982,joy
18364,sadness
23907,joy
35459,joy
30943,anger
44620,joy
19399,surprise
9294,joy
15372,anger
15505,joy
33445,anger
21419,joy
32385,anger
19208,joy
34243,trust
20881,joy
39918,surprise
27149,joy
19605,joy
14901,joy
873,joy
19016,anger
22044,anger
8447,anger
42494,anger
28024,joy
21803,anger
12142,anger
9244,joy
18493,anger
24261,joy
5777,anger
27259,joy
5808,anger
36584,sadness
16620,joy
43329,anger
17941,joy
14609,joy
41255,joy
26751,joy
17131,joy
10644,joy
1079,joy
42440,anger
32359,sadness
21010,anger
7326,trust
44715,joy
31189,anger
16289,joy
5383,joy
6690,sadness
9738,anger
13002,anger
41988,joy
44768,joy
37997,anger
25485,anger
9279,joy
13976,anger
22350,trust
15239,anger
38943,anger
31219,anger
9150,joy
40583,anger
18777,joy
4310,sadness
26368,joy
9535,sadness
5762,anger
13757,joy
14482,joy
14775,trust
40391,joy
20661,joy
25416,anger
27473,anger
28995,joy
35644,anger
37825,anger
19512,joy
15448,joy
14393,anger
2467,trust
25930,anger
26683,joy
26347,joy
13222,anger
26812,sadness
605,joy
7141,trust
6945,joy
27349,anger
34667,joy
16559,anger
24158,joy
1246,trust
7853,anger
31610,joy
301,sadness
43982,joy
43809,anger
9946,joy
18555,anger
44763,sadness
17672,joy
19110,joy
11472,anger
16590,error
26261,sadness
21806,anger
44077,anger
29540,surprise
11116,anger
11098,joy
21441,sadness
27133,joy
14990,anger
26009,surprise
22023,trust
16307,joy
10285,anger
37618,anger
10337,joy
28561,anger
20798,trust
20224,anger
44060,joy
25292,joy
12638,joy
14799,joy
25587,anger
41160,sadness
14481,joy
43252,trust
26774,anger
20627,joy
3467,trust
5053,trust
21918,anger
1917,joy
22413,anger
27367,joy
28616,anger
12179,trust
36738,joy
30066,anger
13062,joy
7702,joy
34966,trust
38547,sadness
14033,joy
30262,joy
14185,anger
43996,anger
25056,anger
23350,anger
36166,trust
25902,joy
33284,anger
14497,anger
21656,anger
7532,anger
31382,joy
16161,anger
7906,anger
28340,anger
25434,trust
26451,anger
28546,sadness
15354,joy
24177,sadness
12168,anger
28155,joy
35224,anger
9255,joy
14038,anger
26933,trust
26492,sadness
3565,anger
24614,joy
40630,sadness
18105,joy
41664,surprise
11530,anger
16829,anger
4371,joy
13054,sadness
2924,joy
31570,sadness
39241,joy
18062,anger
17450,anger
44046,error
35991,joy
32123,sadness
15625,joy
18945,anger
31290,anger
21000,joy
35516,sadness
41414,sadness
5201,anger
43051,joy
1593,anger
22522,sadness
33991,joy
40641,anger
2129,sadness
25909,anger
44982,joy
19069,joy
32381,surprise
35209,anger
7086,anger
27934,anger
17017,joy
30608,joy
35975,anger
15764,anger
8181,sadness
14295,anger
20312,joy
15210,surprise
20586,trust
28704,joy
14270,joy
25899,anger
32135,anger
28219,anger
32191,anger
9380,joy
39635,anger
44071,joy
33728,anger
8726,anger
5575,trust
14805,anger
41423,joy
2018,joy
6997,sadness
28041,anger
7971,anger
27052,anger
14540,anger
24483,anger
807,joy
3120,anger
15963,anger
39657,anger
18321,sadness
8601,sadness
22390,anger
12477,joy
28141,joy
22743,trust
37285,joy
23113,anger
18861,anger
10496,trust
44741,trust
28115,joy
6680,anger
1161,joy
13234,anger
13293,anger
20326,trust
7309,trust
28567,anger
28320,joy
19283,joy
18322,joy
26718,sadness
43592,anger
16557,anger
781,fear
24207,joy
39534,anger
37072,joy
14691,anger
25466,trust
28149,error
9010,joy
45074,anger
19900,anger
15007,anger
9539,error
3086,anger
16759,joy
3783,trust
13140,anger
43334,anger
32298,joy
9518,joy
41453,sadness
27313,anger
35017,joy
28274,anger
13782,anger
39016,trust
28339,surprise
8927,anger
36756,joy
6038,joy
39291,joy
28287,anger
42709,joy
3833,trust
37335,anger
19968,sadness
26806,joy
23081,joy
32635,joy
29659,joy
10479,joy
13827,anger
11811,anger
19116,joy
43631,anger
1450,anger
14487,anger
33902,joy
434,anger
6682,anger
28208,surprise
14776,anger
18098,anger
715,joy
38025,joy
13646,sadness
28529,joy
36490,anger
27336,surprise
36844,anger
1393,surprise
15651,trust
13206,joy
35827,joy
37904,joy
24151,anger
14744,surprise
14942,joy
33756,joy
28575,trust
44209,joy
11228,sadness
6415,anger
37041,anger
4941,anger
36041,joy
15613,anger
26164,joy
24172,trust
34074,anger
12439,anger
44460,fear
14882,anger
2716,anger
16696,anger
4864,anger
36151,sadness
5608,sadness
20149,joy
28234,anger
44277,joy
37302,joy
44092,joy
20172,joy
16210,anger
23213,joy
38709,joy
24853,anger
15711,joy
11477,joy
27343,anger
15750,joy
19825,joy
23245,joy
24663,joy
40840,joy
6191,joy
13091,trust
17866,trust
28224,sadness
26797,anger
41954,anger
6881,joy
19257,joy
20436,trust
20105,anger
30738,sadness
6275,joy
42077,anger
37942,trust
691,joy
13434,anger
27165,sadness
24325,joy
13051,joy
12359,anger
28472,anger
27832,joy
15207,anger
8588,joy
31231,surprise
12641,joy
19467,joy
33798,anger
23929,anger
32141,trust
13867,joy
11237,anger
30863,anger
43573,trust
3190,anger
1748,joy
42234,anger
11941,anger
21370,anger
23141,anger
11744,anger
36768,joy
8221,sadness
28144,joy
22703,joy
7323,anger
24507,joy
19274,anger
6928,anger
36625,anger
16174,anger
45086,sadness
27388,anger
30794,anger
9303,joy
9306,anger
1054,trust
4920,joy
30645,anger
16303,joy
30278,anger
41,anger
41575,anger
45272,joy
30178,surprise
26194,anger
13902,joy
15131,anger
8209,error
40934,anger
19444,sadness
22090,joy
14619,joy
19819,trust
31574,joy
24700,anger
21634,joy
8197,anger
32608,joy
14241,anger
13968,joy
16377,trust
29372,joy
15093,joy
2848,anger
2188,anger
16370,joy
37914,anger
8261,sadness
5556,anger
34458,anger
14029,joy
16867,anger
12154,joy
9450,anger
12985,joy
16299,trust
41803,anger
15694,anger
35703,trust
40233,trust
21629,joy
20518,joy
13591,anger
8592,anger
9440,joy
21362,joy
39684,anger
21393,joy
10390,joy
18046,joy
21879,anger
8029,joy
9186,joy
39916,anger
30025,joy
24422,joy
40060,joy
14109,joy
26105,sadness
34145,joy
1960,joy
42353,anger
37065,anger
28247,anger
36905,anger
20095,anger
29506,anger
40770,trust
22180,joy
31689,joy
24122,trust
15848,trust
101,joy
25971,anger
9373,trust
40708,joy
26112,anger
13924,sadness
14747,joy
24307,joy
26108,joy
43714,joy
8341,anger
24296,anger
24498,joy
2589,anger
25867,anger
2477,anger
10341,joy
27516,anger
22605,anger
20553,joy
40753,anger
6157,anger
24349,joy
25795,joy
12749,joy
12705,anger
15540,joy
16348,joy
10402,anger
28439,anger
41391,surprise
36688,joy
41397,joy
17501,anger
35442,trust
9569,anger
14793,joy
39366,anger
42349,joy
26001,anger
21005,anger
14397,anger
16078,anger
26784,anger
628,joy
32721,joy
1059,joy
13686,joy
3576,joy
8206,anger
39474,anger
25608,trust
20041,joy
15335,joy
18045,joy
33784,joy
12519,trust
32085,joy
19122,anger
24513,anger
45260,anger
35327,anger
14654,sadness
11761,joy
12204,trust
17018,anger
25815,anger
8880,sadness
15022,anger
14851,anger
24361,anger
25547,joy
13587,joy
17151,anger
32930,anger
30769,anger
38247,anger
36966,sadness
21669,anger
23505,anger
42699,joy
35463,anger
12468,anger
39453,surprise
15753,joy
7961,anger
22189,trust
7626,joy
13348,anger
9037,anger
21747,anger
30641,joy
2652,anger
25181,sadness
38487,anger
16283,anger
12082,trust
12600,joy
19979,joy
8722,anger
36196,joy
12922,anger
6193,joy
43593,anger
14697,joy
17728,anger
32551,anger
36737,anger
20535,sadness
4618,anger
21667,anger
37702,anger
26832,joy
43079,anger
5971,sadness
36957,anger
2893,trust
16070,anger
28360,joy
33181,anger
28719,joy
39721,joy
26562,anger
15979,joy
40361,anger
33983,joy
26180,sadness
34545,anger
39849,surprise
28816,trust
27005,anger
15014,joy
16539,trust
16566,joy
17169,joy
898,sadness
42306,joy
13629,sadness
40516,anger
16689,anger
28421,joy
18832,surprise
23641,joy
15927,joy
27162,joy
13983,surprise
11717,anger
29927,surprise
31988,sadness
27980,joy
36467,anger
38926,anger
26621,anger
16323,joy
15399,trust
36415,joy
11382,anger
6904,trust
12885,surprise
36310,anger
40742,trust
37216,trust
6490,joy
31726,joy
655,anger
10664,joy
12441,joy
8452,anger
16986,joy
14490,anger
32953,joy
27870,trust
19658,joy
18139,anger
43290,joy
21775,joy
16909,anger
22651,joy
17080,anger
16674,joy
24437,trust
5545,joy
24554,joy
17343,joy
44505,anger
14301,anger
17297,joy
12596,anger
36034,trust
29414,joy
38220,joy
14953,anger
40494,joy
9795,trust
30067,anger
24375,joy
20927,anger
12021,joy
19107,joy
5215,joy
23785,trust
26390,joy
42648,joy
32754,sadness
23289,trust
6210,anger
15849,anger
19861,joy
19679,anger
43414,joy
13792,anger
27058,anger
29120,joy
33478,joy
6949,sadness
28843,joy
3796,anger
42981,anger
29894,sadness
9711,joy
19070,joy
22320,anger
9786,joy
19726,anger
11391,anger
39823,joy
33723,anger
2747,joy
45200,anger
28489,sadness
14127,joy
4927,anger
11833,anger
14169,joy
39517,joy
32735,sadness
20150,joy
44661,anger
27549,anger
14692,surprise
19420,trust
28264,anger
15672,anger
8191,sadness
9389,joy
13295,anger
31946,trust
35486,anger
27306,joy
9379,surprise
44752,anger
8384,anger
27014,anger
13068,anger
35097,joy
9162,sadness
32056,joy
38169,joy
20643,anger
30274,anger
22131,sadness
8793,joy
19830,trust
851,joy
21313,anger
41299,anger
4545,anger
12515,anger
34723,sadness
20217,anger
20189,anger
13709,joy
7350,joy
38143,joy
30257,anger
30966,anger
18500,anger
20481,anger
15882,joy
14683,trust
16905,anger
10895,joy
27993,joy
16835,anger
32464,trust
38068,anger
42135,anger
20797,anger
16647,joy
28221,anger
18739,joy
11294,fear
12864,joy
26801,anger
8059,anger
35926,joy
28493,trust
37304,surprise
43716,joy
40717,surprise
44567,anger
9359,joy
25394,anger
43635,trust
10387,anger
20252,anger
7216,anger
18241,sadness
3523,anger
19024,joy
17194,anger
22187,anger
26316,joy
35015,joy
21899,joy
9092,joy
41885,sadness
18208,anger
20255,joy
36573,joy
41884,anger
29378,anger
19669,anger
13216,anger
24093,anger
11054,joy
13050,joy
18760,trust
8581,anger
28366,joy
23299,joy
15215,anger
26692,joy
28230,anger
16443,joy
37957,joy
18130,anger
19829,joy
32574,joy
27585,sadness
34148,anger
8659,anger
14633,anger
19595,anger
3081,joy
31722,anger
18306,joy
24337,joy
41680,joy
21359,anger
7871,joy
42649,sadness
18117,joy
23581,anger
15134,joy
34408,surprise
42424,joy
14558,anger
12560,sadness
15292,trust
13244,joy
40387,joy
23919,joy
25077,joy
26614,sadness
18860,joy
37646,sadness
16124,anger
16151,sadness
13514,anger
16718,anger
32105,sadness
22209,anger
36268,anger
24674,anger
45133,joy
36205,anger
17031,joy
18147,anger
33978,anger
30436,anger
33272,joy
41474,trust
24590,joy
25673,anger
30235,error
15326,joy
31489,anger
13096,trust
20590,surprise
19498,joy
29788,anger
43019,anger
18821,anger
18107,anger
32098,anger
43694,joy
39895,joy
38583,anger
43187,anger
36083,trust
7128,anger
22476,joy
23098,anger
16679,sadness
4645,anger
25996,anger
8740,anger
23164,joy
16409,joy
25332,anger
33655,anger
4324,anger
22541,anger
20617,joy
24790,anger
1051,joy
31169,joy
7878,anger
16576,anger
36873,trust
14736,anger
35607,error
31485,sadness
34626,sadness
21894,anger
15000,anger
21219,anger
19354,anger
20058,sadness
16434,sadness
9493,joy
14159,joy
22005,anger
39679,trust
16090,anger
16868,joy
33571,anger
16686,anger
24540,joy
26035,anger
26938,sadness
13329,joy
9599,anger
9246,joy
19431,anger
43643,joy
11373,sadness
26407,joy
27891,anger
17585,anger
24806,anger
33250,sadness
29530,joy
19175,anger
6422,anger
20303,joy
30244,joy
17904,anger
25768,anger
18159,anger
13165,anger
37539,sadness
35335,anger
16865,joy
28789,joy
35875,joy
25319,anger
40732,error
4287,anger
13919,anger
42647,anger
26424,joy
15263,joy
19869,anger
18983,joy
13249,anger
9893,joy
15353,trust
19014,sadness
43987,sadness
15235,joy
12631,joy
44725,sadness
28585,anger
35304,joy
13658,trust
13990,joy
32592,joy
37164,anger
16745,anger
12330,anger
32851,anger
17937,trust
10601,sadness
40801,anger
885,joy
20816,trust
43560,anger
12487,joy
10707,anger
6606,joy
25961,anger
24401,error
7642,anger
15578,anger
14470,joy
24452,joy
22705,joy
7882,sadness
44939,anger
20598,sadness
15817,joy
14260,joy
41476,joy
40224,anger
12821,anger
41127,anger
9208,joy
28190,joy
5576,anger
41758,anger
16042,joy
9149,anger
33223,anger
23824,anger
21354,joy
27431,joy
8850,joy
15816,anger
27842,anger
28895,joy
15721,anger
14369,joy
38267,anger
28353,error
28316,anger
28580,anger
38669,joy
37803,anger
19593,joy
36605,joy
13226,joy
20047,joy
12788,anger
19445,joy
19550,anger
26880,anger
44424,trust
14802,anger
43558,anger
24208,joy
40108,anger
15539,joy
14831,anger
42623,joy
1105,sadness
10323,joy
17513,joy
11345,joy
18460,anger
14634,joy
24363,joy
39773,anger
3602,trust
7706,anger
16857,anger
30704,anger
7145,joy
44606,surprise
27225,joy
22629,anger
15542,joy
21885,anger
11621,joy
34806,joy
44312,anger
26494,joy
5037,anger
29126,joy
43904,anger
12409,joy
19247,anger
20339,joy
26628,trust
11738,sadness
3204,joy
1034,joy
23666,joy
29250,joy
15053,joy
45024,joy
2423,joy
17156,anger
13615,anger
20880,sadness
27907,joy
39145,joy
15744,anger
18684,joy
27406,anger
12714,anger
19758,anger
21788,joy
27331,trust
42175,sadness
15450,anger
13492,anger
25779,trust
1030,joy
33662,anger
15135,joy
21846,anger
14347,anger
18110,joy
16970,sadness
29811,joy
14898,anger
40019,anger
36377,anger
20380,surprise
11662,anger
20075,joy
12593,anger
12853,sadness
8552,sadness
43789,joy
29279,joy
42260,anger
5790,anger
38360,surprise
36115,anger
12890,joy
18732,anger
37717,anger
35079,joy
29203,anger
7837,joy
14148,anger
23816,joy
12657,sadness
38331,joy
36254,trust
39280,joy
38242,joy
22514,anger
15090,anger
41501,anger
22497,joy
26246,anger
14323,joy
14255,joy
12382,joy
4800,joy
23475,sadness
29003,joy
21595,joy
23099,joy
25924,anger
19394,joy
19484,joy
26725,sadness
17566,anger
12024,anger
28976,anger
8264,anger
36105,anger
19329,trust
41795,joy
44497,joy
40982,surprise
4275,joy
39909,anger
1207,anger
43076,anger
12358,anger
14806,anger
25823,joy
24227,joy
35140,anger
22723,anger
31234,joy
14353,anger
28598,anger
44253,anger
12006,anger
34264,sadness
4549,surprise
5321,anger
41206,surprise
14821,joy
16249,anger
39297,error
30749,anger
14845,joy
18632,anger
28597,joy
26910,joy
13972,sadness
23322,joy
30971,anger
32541,joy
15611,anger
14811,anger
13028,anger
18402,anger
22104,anger
28079,anger
38180,sadness
8276,surprise
40323,anger
18277,trust
43035,anger
22208,anger
10806,joy
28656,anger
40835,anger
18184,surprise
9156,joy
44433,joy
22808,trust
23672,joy
36336,anger
23040,sadness
7660,joy
28584,joy
38114,fear
6838,joy
22427,joy
14762,anger
35760,joy
10287,anger
11736,anger
26739,joy
25104,anger
23167,anger
6473,sadness
19271,trust
36300,anger
37701,joy
31810,anger
29032,joy
10272,joy
7294,joy
37606,anger
19000,sadness
10533,sadness
31210,anger
14325,anger
9110,anger
30519,joy
7106,joy
28970,anger
43759,anger
13307,surprise
452,anger
15340,anger
16280,sadness
23692,sadness
3809,joy
41789,joy
25483,anger
13871,trust
31881,anger
34624,anger
11194,anger
6511,anger
6310,joy
14936,joy
24801,sadness
23884,anger
41210,joy
42068,anger
26006,joy
3624,anger
22707,anger
14166,sadness
28608,anger
18074,anger
35291,anger
23437,joy
10656,joy
9744,anger
30984,sadness
31706,anger
7841,anger
26966,error
13499,surprise
45023,anger
16139,sadness
29482,error
30445,error
32511,sadness
17207,anger
17947,joy
34842,error
32438,anger
19121,joy
19487,joy
25158,error
22255,sadness
10754,anger
38882,joy
22575,joy
24215,anger
16966,anger
34929,sadness
20562,anger
7212,joy
40353,anger
19091,joy
19266,joy
16703,anger
14307,joy
41845,surprise
42352,joy
1919,joy
31452,anger
25781,joy
8414,joy
16242,trust
15499,trust
39507,joy
23576,anger
27931,anger
7715,surprise
9145,anger
41877,joy
14306,anger
14236,anger
31059,anger
18846,anger
22061,joy
34234,anger
26046,trust
9941,joy
15636,anger
2994,joy
19561,anger
18621,joy
15735,joy
24379,joy
25621,sadness
41868,joy
14632,anger
22776,anger
41838,joy
42479,joy
15632,joy
10451,anger
14667,joy
31759,sadness
13578,joy
39150,anger
34143,anger
22916,joy
15840,anger
26681,anger
14178,anger
13570,joy
26841,joy
36505,surprise
6140,anger
14834,joy
14070,anger
35124,joy
17083,joy
6713,joy
10953,joy
15552,trust
18389,anger
