tweet_id,text,emotion
37723,@ anupmajaisbjp madam app sabse hm sbko bahut ummeed thi kids app log ek sagi faisla karege but also awgat kara du 6… https // t . co / UYzqGq6NR1,sadness
31322,RT @ KohinoorNagar Carolon fabric for this special Eid !! . . . # KohinoorNagar # kohinoor # carolon # fabric # eid # eidcollection # eidshopping #…,joy
34455,Goooooooooooodddddddd Niiiiiiiiiiighttttttttttttttttttttttt meri beautiful MissUniverse .. my pyaari PariiiPrincess … https // t . co / suVxmW9Kro,joy
35058,@ Leko _ Nana Eish bruh 😩🤦‍♀️ you'll be here moes end of Phela don't forget we're married,sadness
23418,@ KapilJethmalani Hahaha ! But you have to appreciate the talent and creativity bro ! Yeh to shuruat hai Aage aage Dekho hota hai kya !,joy
16905,@ vivekagnihotri Libraandus ko aapne open space de diya ...... Saale gandagi phaiilaayenge .....,anger
15186,@ BajiPlease Haha baji i am one of them too 🤪🤪,joy
35875,RT @ Chriissylala 2 DEGREES AT 22 WOO !🇬🇭🇬🇭 MSc Early Intervention in Psychosis God knows best . He picked the perfect Masters for me . I ’ m …,joy
21017,Na lucknow da kurta Na pathani shalwar ; Mard wo hai jo dil le warna lage bekar 😜 ; Is bande ne to dil hi nahi ji … https // t . co / F2tWTWxy73,joy
6610,RT @ besmile95 Drop your fav person in twiiter Mine @ dour _ raho Meray liyeh yeh bandi sab sai Best hai 👾 Wbu ?,joy
17069,@ MediaCellPPP @ BBhuttoZardari Es sahiba ko kabi apnay baap nay serious nahi leya or yeh chali fouj ko dehmki denay … https // t . co / AUymkEyFNU,anger
20927,Agar Tumhare jaise chu ' idea of India ' sekoolarism Muslim vote na chillake economy pe campaign chalate feku wo … https // t . co / Pfsi82SICv,anger
6122,RT @ binhwanpic # RamadanKareem to all muslim iKONiCs and BH shippers ! It marks one of the holiest days of Ramdan the last friday ! May Alla …,joy
26104,Hardik badhai ho modi ji https // t co / uzokq9V7gq,joy
5576,@ Iamuk07 @ ANI Mai to chutiya nahi bana So it is obvious ki Tere jaise piddi jaldi chutiya banaye ja sakte hai,anger
9903,@ samajwadiparty pichle 5 saal app ki sarkar tha app ne dalit pichde jaati ka vikas itna kiya ki lucknow me 300cror … https // t co / m8x58TIUpl,anger
8973,@ BKSINGH11NOV @ KanchanGupta Accha to Mallya ko kyu jaane diya Modi ne ? Aur Naresh ko bhagane ka plan kyu tha ?,anger
26591,With Nirmala Sitharaman handling finance for the country expecting better loans for women entrepreneurs cut in ta … https // t . co / 3cxRy22hrR,trust
20314,Me keh raha hon koi fake account bana lo attention to mile gi 😠,anger
18632,@ 69Carrots _ But mene Muslim nam hi nahi liya . Second thing Ye Jo twit kisne kiya hai Ye bat mat dekhie Jo video me … https // t . co / TLUiM3OU4l,anger
44068,RT @ thekochipost Sabka Saath Sabka Vikas Sabka Viswas | @ JasoosKutty https // t . co / Rdkc8RQ58z,trust
434,@ maham _ zaini _ @ peaceforchange En ki zalalat ki daastano se tareekh k aoraaq bhare pare hai behna ye aise nahi samaj … https // t . co / KV53ldcyTY,anger
8228,@ usmananiskhan @ AskAnshul Isliye daar ke izzat se release karv diya ... darrpok .. action toh kuch le nahi sakte bas bh … https // t . co / NqyvDQ79jH,anger
19391,Kudos to our boys that was a great game we live to fight another day . Over to you KRU please put your house in ord … https // t . co / uMs4vS6ovB,joy
16570,@ rssurjewala @ INCIndia Ab paid media ko TRP k lia orginal news dikhana pardega bht hua Hindu Muslim mandir masjid Jinna Godsa Ameer garib,anger
11346,@ msarosh @ mufc _ affanf9 Not Australia ICC events me Australia ke against toh hamesha hi achha khele ho ...,joy
21687,@ SushmaSwaraj Respected susmaji 🙏 mam 🙏🙏🙏 appki iss desh ko abhi bhi bohot zarurat hai mam pls return to ur ministry p … https // t . co / kVgD85fpRA,trust
36746,Ok but why is it sucha good song https // t . co / ixTFqRbsTq,joy
30513,Ser Firmino har trent alternativt i nogen veker . Ikkje touchet i det heila tatt . M å ha ett par m å l t her . Spurs komme t å scora !,anger
36901,@ shubhammudgal10 @ chitraaum Kyun bhai ? Chitraji ne teri tarah Pappu Mutra nahi piya isliy ? Next 5 saal Pappu tatt … https // t . co / Q5q6rlthiN,anger
24632,@ Unknown82537707 @ iqrarulhassan Kon maryam mukhtar . main nhi janat is naam ko .. aur . Main to narrative ka . MATLAB b … https // t . co / bCYQp6hzhY,anger
40840,@ Shifa46705776 @ AdelineAline28 @ lostboy54 Dimag ha ha ha ha ha ha ha 😂😂😂😂😂😂😂😂😂😂😂😂,joy
13040,Jo ram ka virodhi hai wo mit jata hai ravan jaisa maha bali mara gaya aur jo suppnakha ka hall hua wo sara sansar j … https // t . co / f5C589Mb4e,anger
4507,@ russell _ bhootfm I love Bhoot FM ...♥ Cox's bazar app deya sonce https // t . co / rfGp5JPZgI,joy
38143,RT @ Khairul51045606 @ Bollyhungama @ yrf @ iamsrk Bohut accha hogab .... . love you srk,joy
35792,RT @ Zahrasheikhu2 shadi Se Pahle Valentine Day birthday friend day Shaadi ke Baad Roti day Kapde day Pani Day 😅,joy
9150,https // t co / llonsyMdaz World Cup Ab Hamara Hoga A Rap song to support team India in @ imVkohli @ msdhoni … https // t co / RY3N4lwfDg,joy
14038,@ DrmDnr @ RailwaySeva @ drm _ apdj Ye he India ka rail koi bhi javab nahi deta or paisa pura le lete he kya DRM ya kisi … https // t . co / 9I71uWhiCC,anger
4396,Allah .. My Lord forgive us . Receive us our repentance . Bless us on this beautiful month Accept our fast and ibadat .. ❤,trust
9164,RT @ khanthefatima For all the Sabka Sath talk Modi's 57-member strong council of ministers has only 6 Women . Watch me deconstruct why thi …,anger
4344,Jo jo ilzam lag rha hai yeh govt ki aur NAB ki zimadari hai k saza k sath jurm sabit ho warna roz roz media pe tas … https // t . co / PrwxVhFfBI,anger
39382,@ sardanarohit ji agar Mamta didi ko takleef bhi ho # JaiShriRam kahne se to iska Matlab ye nahi ki wo I'm logo ki ja … https // t . co / rjFV5ZNUfj,anger
20598,Jo achcha bolta hai kahin uske dil mai insaniyat jaagi hoti hai kuch achcha karne ki kosis karte hongebut modi ji … https // t . co / Os1QCcZMkS,sadness
10293,RT @ mayurkhadse Is @ akshaykumar Canadian Deshbhkat Ko Bulaya Ya Nahi ? 😂😂 Bulaya Hota To Aam Hi khila Deta # OathCeremony # ModiSarkar2 #…,joy
2069,@ waglenikhil @ waglenikhil isme modi ji ko dosh mat do tum hate karne layak hi ho Sharam aani chahiye ki tum aisa … https // t co / 1JSATZ8wzg,anger
9837,@ PiyushGoyalOffc 3 sal tak intjar karne ke bad bhi hamari mange puri nhi ho saki running staff khush nhi dukhi hai … https // t . co / AIiDM9WF3g,sadness
24661,@ ULTIMATERPE Good morning nakko . Please don't skip your breakfast . Playing nintendo ? Sounds good,joy
26986,@ its _ revengers Abbey jaa is ko ek or goli maaro lakin sali is baar bachni nai chahiye nhi to goli maarne wale ko mene maar dena,anger
28360,@ zainabsikander Mast brain hai aapki ... Einstein pagal hojayenge aapki tweet padhke . Out of 100% of those who voted … https // t . co / DjB373uE7F,joy
35130,@ Rajesh _ Satpute @ CNBC _ Awaaz @ hemant _ ghai @ AEHarshada @ pandyapradeep @ sensexbaba Sir Can u tweet it when u recommend As we r in office,trust
36975,@ Aara _ Lee You are just so darn adorable I love you .,joy
28424,@ ANI Are sir yeh congress walo ne Mp ne kissano ko chutiya banaya hai uska bhi kuch kro .. Humare fasal mandi ke rat … https // t . co / 95SJ22zHHo,anger
19394,Gully ke baadshah ho ya baap agar kar sakte ho rap toh send your entries now on @ justvoot ! Registrations now open … https // t . co / FuKNAiYlSb,joy
27562,Bahut bahut vadiyaan ji @ diljitdosanjh ji front cover VOGUE MAGAZINE JI swag stylish fashion icon esquiste look so … https // t . co / shHK1prJXT,joy
28049,RT @ FaisalViewss Aik Baap Ki beBasi our Riyasat our Hukomat ki Behissi 💔💔 My heart weeps !! We're your culpritour silence is your culprit …,sadness
16146,@ Sun _ shine _ glows @ Sea _ wave24 Acha thik hai .. bc is not a gaali .. its an emotion .. ye to last me aise hi lga diya th … https // t . co / nxVz8K7Hhy,joy
21178,@ DeepsUnique3434 @ sambitswaraj Sir aap bjp ke agle cm banege advance in congratulations sir ise bar aapne sbhi ka d … https // t co / i7t6oRRJ95,joy
29280,@ IndiaToday @ sardesairajdeep Iska toh koi bhi video ya audio dekhna hi nahi hai ... bewakoof aadmi hai ye ... isne … https // t . co / qHq3I0fSx3,anger
13904,mera funnies ka reservoir empty ho gaya aaj se only sad boi hours,sadness
26791,@ Nabeel _ Official Jaa tujhe maaf Kiya is wonderful song ! 🌹🌹🌹🌹🌹🌹,joy
7106,RT @ EstherObiwuru I'm a visual artist . This is one of my recent works . I'm new on Twitter . Show me around 😊 Please help RT ! https // t . co /…,joy
16927,Ye jo Smriti Irani ke chele chapate Rahul ko hara kar khush ho rahe hain mai inko batana chahunga ki is jeet ka cr … https // t . co / LB9vvuK0je,anger
18835,Thank you so much Sir aaj me koi film star hota to aap log mere comments ko social issues bana dete koi neta hota t … https // t . co / dfXU5AMvyO,joy
11052,RT @ daniyalbarry Duniya main 5g launch hone laga hai . Lkn ye sala ptcl broadband abhi tk apni harkaton se baaz nai aya . Phr kehte hain k …,anger
24946,@ ani _ digital @ ANI Humare pm Modi ji ko naman karta hu Aur ishwar se prarthna karta hu ki ve humasaa humare desh k … https // t co / YPu1XtWm3j,trust
26536,@ News18India @ nehapant19 @ GargaC Neha pant ji aaj bhi aap sirf modi support kar rahi hai . Aaj @ GargaC ji ne bahut s … https // t . co / Bl3MxzjD1T,anger
30608,@ Dee _ licious __ Cheer up luv I don ’ t know why but someone else is far worse off than you Bella 😘,joy
3129,@ LKanath @ iishgroup @ rajeev _ mp @ VMBJP @ surendranbjp @ janamtelevision @ asianetnewstv 🙏 Jai modiji . jai . rss 🇮🇳🇮🇳🚩🚩🌷🌷 https // t . co / VXu6jVQI0m,joy
18668,RT @ imVkohli Congratulations @ narendramodi ji . We believe India is going to reach greater heights with your vision . Jai hind .,joy
43973,@ SureshChavhanke Sureshji jayeda se jayeda Pead laye wo bi neem ke taki mousam me tandak rahe or ye govt ki hi nhi … https // t . co / klbKgPVgor,anger
16849,RT @ Bombaxtic _ Ridzz Kuch log attention na de kr attention lena chahty hen 🌚😂,joy
4350,RT @ notorious _ heart # Bharat ki Aan ... Baan aur Shaan # SalmanKhan 😎 Full house advance 150 tickts full theatre booking bulk booking n …,joy
27506,@ PMOIndia Modi pehli sarkar ke kam baki rah gye honge use pura kijiye ga .... kyuki hamare gaw me bhi aek dam ka kam … https // t . co / xCpnw6tGw9,anger
24317,@ Shalinaahmed0 I totally agree with youuu ! I don't understand what's wrong with our society ... Kisi ko khush dekh hy nhi saktey .,sadness
14108,@ AAMIRCRAZE @ badassthanos @ aamirspk2 @ ImmortalRKF @ That _ Viratian Are nahi bhai aamirspk2 ne Rts ke liye nahi kiya t … https // t . co / hztTN1W8ow,anger
35524,@ KGFBEWARE @ Xs2partner @ ANI @ adgpi @ crpfindia Sahi but inki lasho ko petrol dalkar hi jala diya jana chahiye . Nahi … https // t . co / 0Z2kbd7BdT,anger
16007,@ Ahmed _ zehri1 @ rtsk12 @ BBhuttoZardari Karachi waloun sai vote mangtai waqt Aids nahi laga tumhain ??? 🤬🤬🤬🤬,anger
25486,RT @ lovyohan hyeongjun i love you so much !!! you deserve to be in that rank ✊🏻 even when your crying you look so cute waah i wanna hug yo …,joy
25834,RT @ im _ bunny04 Just listen to this song .. this will help you to move on 😌 Haste haste katt Jaye chutiye Zindagi yuhi chalti rahe Khushi …,joy
16463,Desh ke sabhi 10 karore Rajputo ne BJP ko vote nhi But Th . Shri Rajnath Singh ji ko uchit pad na de kar sabhi Rajp … https // t . co / 8sLq37QyF7,anger
18925,Manniyay PM & Bihar CM BJP Rastriyay Adhyakch Amit sah Aur sabhi desh washiyo ko India ki jeet ki Hardin Hardik Su … https // t . co / 8GR34zSOZm,joy
4941,shohar hai ” bas thats it . Kisi ne se us se boycott nahi kiyakisi ne usey ghar se nikaalne ki dhamki nahi di . Why ? Why … https // t . co / XN0EaUhnLl,anger
25579,@ Mr _ Ez1403 @ Panther0004 @ M _ ghunikhan @ jiit _ shah Bhosad bulla hai tu chutiye Bamboo padenge gaand me,anger
27997,@ timesofindia @ RahulGandhi Rahul to ab pappu nahi dimaghin admi ban gaya . Jo Congress ki taboot ki aakhiri kil mare … https // t . co / YbjqsLmCyX,anger
34135,Modi ji ki 300 ke paar seats chali gayi Lakin mere 300 followers nahi huye Acche logo ki kadar hi nahi duniya me 😂😂😂😂😂😂 # Guerrila300,joy
1973,@ witnessweetene @ LilJahmir @ rynteez _ @ gngdoll @ rubyholmess bc like karke chodh de,anger
22505,RT @ Patrici10041368 @ realDonaldTrump You dont DO NOTHIG to spot consuming drugs ! Not either chance laws for migration ! Worst man for you …,anger
15965,RT @ JaideepChn Ek din Desh tabaah ho jayega lekin Yeh Hindu-Muslim ka chapter nahi close hoga Stop these nonsense and say it with proud #…,anger
44151,# FridayThoughts koi thought wought nahi .. normal day hai jese marzi guzaaro bc 😂😂😂😂,joy
8552,@ priyankagandhi Robert wadra ki ghotale k khabar bahat dukh lagta he Ab usko Congress party v nahi bacha payegi Su … https // t . co / 89ptXZ1ylN,sadness
32590,@ Shama _ Khan11 Ek hi parvar main sabhi badmas nahi hote hai jaise Congress party mai har koi bura nahi hai magar jo … https // t co / Zij3PLygFD,anger
12359,@ Binakahelunga @ Nirmalogy Bulla bhaiya Babaji Ko bolo unblock kare please https // t co / qywbdHXhNw,anger
30206,@ SaketRa58868016 @ Avantika _ Pandit Aise nahi hota h sir sare girls nahi hoti and sare boys bhi nahi hote h dhokhebaj,anger
41059,@ jyotsnavarma9 @ iAnkurSingh Public bhi inhey is sey JYADA jimewari nahi dena chati .. shayad VAHA BHI KOI … https // t . co / nDLZgt1CFP,anger
34350,Toh batoo akhri panne pr kya likhu Tum yha tk toh sth ayi ni ....!! 💞 @ Mr _ villen @ oolikhnewali @ Rashi02920233 @ im _ shivaniRawal,sadness
35389,@ LizReedPAH you are beautiful looking very beautiful i want to friends ship with you my name raza bhatti i leve in … https // t . co / a8rnoAdnM9,joy
41368,I love that you can retweet a retweet of your tweet .... that's sounds like a fun game hehehehehehehehehehe,joy
32541,@ Sea _ wave24 Kyuki Naak is symbolism of pride Bina naak wale ki koi ijjat nhi hoti Jaise Lord Voldemort 😂😂,joy
7906,@ kaur0211 Madam Abhi tak samajh me nahi aaya congress ki itani badi haar ka Karan AAP jayese social media per activ … https // t . co / t5FJvfn8f8,anger
31657,@ sardanarohit Level playing field thi usmein bhi bowled out ho gaye yeh 5 saal hogaye kaunsi aisi gaali na di hogi … https // t . co / PZe6X8lK4L,anger
12477,RT @ RepriseYas @ LopaWalawalkar @ iSourabh12 @ IaroraMayank You Three .. Made UdanTashtri Sooooo Khush Today Via Ur Tweetz / Convo .... Uske L …,joy
16211,@ btstrash2698 ' Philosopher who raps ' OMG so apt !! I'm so happy to be a June born kya batau !! # HappyNamJune,joy
39280,RT @ petitethaang Ain ’ t got time ima just stay single this time fr the best thing for me rn,joy
14653,@ WaseemBadami bhai aj # Shaneilm me apny Q kia tha na niagarafall kahn hn ? Mujy es ka ans es leya pta tha BCZ apgy … https // t co / mtgZ7otLBb,anger
22694,RT @ usamaixm I ’ m a luckiest guy of this world because i find you . Alhamdulillah . And no one can find such sincere girl in his life . You …,joy
22173,RT @ Tee _ Theps Time to # KrunchWithKhutso with the beautiful @ KhutsoTheledi we ready ! AYI FANBENI GP 😊,joy
6824,@ sapanrastogi @ khanumarfa Fake news lalu wo thi 2000 ki note mein chip . Aur asli news ye hai ki gdp has gone down t … https // t . co / 3s8xBDKQAs,anger
24307,@ sherryontopp @ RahulGandhi @ priyankagandhi @ ahmedpatel @ INCIndia @ IYC @ MahilaCongress Bahut bdhiya thoka sir .... yes … https // t . co / R8KMfORAWW,joy
12519,@ narendramodi india mai mera nazar mai srif app 1 hi insaan ho jo kisika v taklif dur kar sakte ho . Plz sir india s … https // t . co / 7nb9VgVmQT,trust
27923,@ ChouhanShivraj @ nsitharaman Mamaji apne ham sabhi educated youth ko kahi ka nahi chhoda . Ham sabhi over age hone … https // t . co / 3nmbfBW8D7,sadness
26940,@ f _ i _ r _ k _ i Jis tarah Isis Muslims ka Naam kharab karrahi heisi tarah BJP Hindus ka Naam kharab karrahi he wo log … https // t . co / BCSkos3mJO,anger
35530,@ kumarakash1110 @ kurmiashish2256 @ Iyervval Ye ria congressi hai koi kal isne pakistan ki kisi ghatna ke liye modi ko blame kiya tha,anger
40921,@ rssurjewala Sahab ke to jaib me jarahe hai na paise kyu bewkoof banate ho logo ko . harne kr bad to akal lagao modi … https // t . co / 1sy0XpzBTr,anger
1249,@ dhruv _ rathee Han to gaand k keede cow meat kliye pehle se bnde convicted h yeh log aur jb ban h to teri maa ko khilane jaa rha tha,anger
37678,@ memetics ___ Pata nhi Kon ja जंगली maal fook kr notifications bhezte h ye uc waale 😂😂,anger
12516,@ amjedmbt Bc Usko Chodo isko Koi 3rd degree do Jail me le Jakar . Jab Tak aise Keedo ka Ilaaj nai hota Desh me Mus … https // t . co / sXATuYeGaZ,anger
25332,@ geonews _ urdu Laga shart ..?? Kch nh hoga bhai hare ho .. haro gai .. worldcup nh jeeto gai likh kr rkh lo ...… https // t . co / uBePqINq6R,anger
4655,@ ZeeNewsHindi @ INCIndia Bolne ke liye kuch bacha hi nai toh pravkta bhejke kya karege isse achha ye faisla lelo aur blame media pe dalo 😂,joy
15951,@ muglikar _ @ desimojito Congratulations Ashu bhau keep up the good work !!,joy
31743,RT @ mn80450449 Shoaib Akhtar ko just aj ki generation Hero & Legend maanti jis ne iss ka career dekha he ni hai .. He was indisciplined …,anger
6206,@ bis1 _ m Sane Maharez haru game payena vanyo vane uta gayera khel vanera pathaidiye vayo ani season end hune bela lo … https // t co / lFHYZWmZcB,sadness
6193,@ ImKasam _ insan1 Happy birthday to you Dearest kasam . Sada khush rho Msg aapko hmesha bhut Khushiyon de . Dil ek Man … https // t . co / 51sIp2IMaH,joy
13144,@ KapilSharmaK9 @ BeingSalmanKhan @ SonyTV 🙏🏼 Kapil sir I'm Bigggggggggggg fan and Salman and kat dono Ko best of luck … https // t . co / pnsYld2S6j,joy
7309,Mukhyamantri Yogi Adityanath ji chinnara Panchayat ke a Kamlapur Colony mein Main Ek Saal pahle Bijli ke Pol Lage A … https // t . co / 9ZHI8LL2W1,trust
26258,@ fanwar28 Nahi wo wohi sidrah bibi wala ackunt hai jis ko kabi bilawal b promotd krta gai aur maryam baji ka pura m … https // t . co / suTqJaTVPD,anger
11365,Ab Tak shuru bhi nahi Kiya @ AmitShah ji ne ... Dekhiye aaj ka news ... Yeh Darr Acha Hain 😃 @ BJP4India … https // t . co / MPF4xZMN8m,joy
23273,RT @ AirAsiaIndian Dear Neasamani get well soon ! Once you're feeling better we'd love to take you on holiday on our network ! 😉 # FlyAirAsi …,joy
797,@ pnbindia sir mere a / c se 22/04/2019 ko Rs1180 /= deduct ho gaya hai kekin branch office kahta ki mai nahi janta ki k … https // t . co / DVr9Ys83Qs,anger
42625,RT @ ErHimanshuRajp1 @ narendramodi Abki bar 370 35A NRC bill Rohangiyas bhagao Family planning ( Hm 2 hamare 2) Ye kam bht jaruri hai de …,anger
8191,@ StarBharat @ OfficialHelly7 Confession chaiye but milegi nahi pata hai mujhe 😤😤😤 writers itne meharban nahi hone wal … https // t . co / SnHI0OS7Mx,sadness
11977,@ felicitous _ hawk 🤣🤣🤣🤣 jyada hoshiyar hote hai yeh log number lene ki ninja technique thi voh,joy
16862,@_ Murad _ saeed @ gArmygirl Ye Bandar pta nai khud ko Kia smjh betha hai . Na iski shakal na zra c bhi aqal . Sirf kutte … https // t . co / UqyJX31toA,anger
14890,Congratulations Sowmya akka 👏🎉. You are one of the most intelligent yet the most humble and down to earth persons I … https // t . co / uPzPXq1Y6h,joy
5192,ye hamrey desh ka aaur desh ke logo ka saubhagya hai ki aap jaisa desh bhakat PM hamko and hamrey desh ko mila for … https // t . co / 42dZUxmma7,joy
43983,@ Dhananjay _ Tech @ kdcloudy isko oneplus ki gaand maarni hai specifically,anger
20075,@ creativeideasHQ @ gandhibhavya60 @ baunavichaar @ imjankibodiwala @ devarshi7893 @ TIMSent4 @_ Hrutul Bau na vichar is awesome,joy
28465,@ TimesNow Democracy is in sale To phir chor kon ha bhai jo TMC log BJP mn shamil hore ha jis ko tum Gali dete the … https // t co / f35cUO77fO,anger
6104,@ BBCHindi This is absolutely wrong . Is hisab se modi ko opposition ne election se pehla itna kuch bura bola wo bhi … https // t . co / zhyCQLMxVO,anger
9177,@ aajtak @ sardanarohit Sach balun to aaj tak BJP k aur Modi highly qualified chamche Hai BJP kuch v bole to sab sa … https // t co / nxJMtknJ6e,anger
13306,@ Fatimayyy123 @ javeria _ 16 Pak nahi khelta kia matlab is cricket ki waja sy pakistan sy football khtm hota ja rha … https // t co / xtSBD8Bles,sadness
20600,Watching # BTSatWembley is making me miss them more . Sighhh I ’ m really hoping for BTS in PH 🥺😭💜 we miss you everyday guys @ BTS _ twt,sadness
27279,@ ShefVaidya few days back you asked who is the biggest panauti ... See the pic and you reply now ... No one in this … https // t . co / WxZL9mGyDe,anger
32460,@ khaman _ Dhoklaa @ ThatDopedGuy Main nahi peeta nahi bolta hu isse cancer theek hota 😂 aur nahi India me koi muslim p … https // t co / tlEEsgJbI1,joy
14958,RT @ syedKashaf95 Should i beg PM Modi for my life ? AIMIM President Barrister Asaduddin Owaisi Quoets @ kunalkamra88 tweet Raju Bangay …,anger
19717,RT @ balajkh07207582 When Atif aslam said Koi apna nahi gham ke maaray hain hum I feel that . 💔💔,sadness
17042,Hamari kisi se koi zaati muqalifat nahi hai Ham # BJP Aur # RSS ki ideology ka virodh karte hai Aur aesi mansikta k … https // t co / x1hugNiJCe,anger
5184,@ ianuragthakur ianuragthakur Anurag bhai Bahut buhut Mubarak bahut badi Jeet per or Mantri banane ki . kal oath ce … https // t . co / 8Keb42J92b,joy
21816,mubaarak mga kakaaa !! 💚 we'll def miss you << https // t . co / hIq4Mwmfl6,joy
14115,Nafrat Ki Duniya Ko ( Video Song ) | Haathi Mere Saathi | Rajesh Khanna & Tanuja https // t . co / kFUisDHvcs,anger
27797,thoda sa AUKAAT dekh lena chahiye apna ... @ kunalkamra88 ! tujhse to @ ReallySwara ka kuch ho nahi sakta BC . Fuc * king … https // t . co / vXWELISADp,anger
6473,@ IrshadBhatti336 Jo hospitals ka pesa metro bnane main laga kr gae 😫,sadness
20958,@ swamidipankar Bengal me ram Bhakt nhi but criminal gangs ke log violence kr rahe ha,anger
26917,@ Gurmeetramrahim # Miss _ U _ Meet _ Papa _ Ji # love _ u _ meet _ papa # dhan _ dhan _ satguru _ tera _ hi _ aasra Gud morning satgur maula b … https // t . co / 9tLlYw3gvx,joy
9329,@ munirahmedap Ye Qanoon - e-Fitrat hai Social System jo Khuda n design kiya is m Mard ko hi agay chalna hai wo dun … https // t co / zllhJbml0n,anger
16047,@ Kathrin _ bridges @ Aliii _ 189 @ imfaisalhashmi Apky liye to free hi free hain https // t co / NOcI3t9Pfy,joy
16611,@ haris1khan irrelevant . my point is nobody cares what men find funny or amusing . lambi mat karo aur nikal lo x,anger
5836,# Fox29GoodDay mamas is Mon shout put happy 81st birthday to my mama love ya to the moon n back love your crazy daug … https // t . co / QA8bsClQI9,joy
